League,Season,Team,TeamMatchRows,LeadOpportunities,BehindOpportunities,LevelOpportunities,ProtectedLeads,LeadSlips,LeadCollapses,ComebackWins,RecoveryDraws,DrawBreakthroughs,StateChanges,Points,GoalsFor,GoalsAgainst,AvgSwingIntensity,AvgTotalMatchCards,AvgSecondHalfGoalShare,LeadShieldPct,CollapseExposurePct,LeadCollapsePct,ResilienceRatePct,ComebackWinRatePct,DrawBreakthroughRatePct,StateChangeRatePct,PointsPerMatch,GoalsForPerMatch,GoalsAgainstPerMatch
French Ligue 1,2020/21,St Etienne,38.0,13.0,13.0,12.0,7.0,3.0,3.0,0.0,1.0,5.0,13.0,46.0,42.0,54.0,0.868421052631579,4.105263157894737,0.48524,53.85,46.15,23.08,7.69,0.0,41.67,34.21,1.211,1.105,1.421
French Ligue 1,2020/21,Strasbourg,38.0,13.0,13.0,12.0,7.0,4.0,2.0,0.0,1.0,4.0,15.0,42.0,49.0,58.0,0.9473684210526315,3.4210526315789473,0.5507081081081081,53.85,46.15,15.38,7.69,0.0,33.33,39.47,1.105,1.289,1.526
French Ligue 1,2021/22,Angers,38.0,11.0,14.0,13.0,5.0,4.0,2.0,1.0,2.0,4.0,17.0,41.0,44.0,55.0,0.9210526315789473,4.394736842105263,0.5572777777777778,45.45,54.55,18.18,21.43,7.14,30.77,44.74,1.079,1.158,1.447
French Ligue 1,2021/22,Bordeaux,38.0,9.0,18.0,11.0,2.0,4.0,3.0,2.0,2.0,2.0,15.0,31.0,52.0,91.0,1.263157894736842,4.5,0.5327416666666668,22.22,77.78,33.33,22.22,11.11,18.18,39.47,0.816,1.368,2.395
French Ligue 1,2021/22,Brest,38.0,9.0,17.0,12.0,6.0,2.0,1.0,3.0,2.0,4.0,15.0,48.0,49.0,57.0,1.0526315789473684,4.0,0.5868473684210527,66.67,33.33,11.11,29.41,17.65,33.33,39.47,1.263,1.289,1.5
French Ligue 1,2021/22,Clermont,38.0,5.0,17.0,16.0,2.0,1.0,2.0,1.0,3.0,6.0,18.0,36.0,38.0,69.0,1.236842105263158,4.105263157894737,0.5821135135135135,40.0,60.0,40.0,23.53,5.88,37.5,47.37,0.947,1.0,1.816
French Ligue 1,2021/22,Lens,38.0,11.0,9.0,18.0,9.0,0.0,2.0,2.0,3.0,6.0,17.0,62.0,62.0,48.0,1.0263157894736843,4.473684210526316,0.5765783783783783,81.82,18.18,18.18,55.56,22.22,33.33,44.74,1.632,1.632,1.263
French Ligue 1,2021/22,Lille,38.0,13.0,12.0,13.0,8.0,4.0,1.0,3.0,1.0,3.0,14.0,55.0,48.0,48.0,0.8421052631578947,5.184210526315789,0.46519705882352946,61.54,38.46,7.69,33.33,25.0,23.08,36.84,1.447,1.263,1.263
French Ligue 1,2021/22,Lorient,38.0,8.0,11.0,19.0,3.0,3.0,2.0,0.0,2.0,5.0,19.0,36.0,35.0,63.0,1.0789473684210527,4.052631578947368,0.6121212121212122,37.5,62.5,25.0,18.18,0.0,26.32,50.0,0.947,0.921,1.658
French Ligue 1,2021/22,Lyon,38.0,17.0,12.0,9.0,12.0,4.0,1.0,2.0,3.0,3.0,15.0,62.0,66.0,51.0,0.9473684210526315,3.526315789473684,0.521761111111111,70.59,29.41,5.88,41.67,16.67,33.33,39.47,1.632,1.737,1.342
French Ligue 1,2021/22,Marseille,38.0,15.0,7.0,16.0,11.0,2.0,2.0,2.0,1.0,8.0,18.0,71.0,63.0,38.0,1.1842105263157894,4.078947368421052,0.5365371428571427,73.33,26.67,13.33,42.86,28.57,50.0,47.37,1.868,1.658,1.0
French Ligue 1,2021/22,Metz,38.0,9.0,11.0,18.0,4.0,3.0,2.0,0.0,1.0,2.0,15.0,31.0,35.0,69.0,0.7894736842105263,4.605263157894737,0.5420636363636363,44.44,55.56,22.22,9.09,0.0,11.11,39.47,0.816,0.921,1.816
French Ligue 1,2021/22,Monaco,38.0,14.0,9.0,15.0,12.0,2.0,0.0,1.0,2.0,7.0,15.0,69.0,65.0,40.0,0.9210526315789473,4.131578947368421,0.4995257142857143,85.71,14.29,0.0,33.33,11.11,46.67,39.47,1.816,1.711,1.053
French Ligue 1,2021/22,Montpellier,38.0,11.0,12.0,15.0,7.0,1.0,3.0,1.0,3.0,4.0,20.0,43.0,49.0,61.0,1.131578947368421,4.657894736842105,0.5276444444444445,63.64,36.36,27.27,33.33,8.33,26.67,52.63,1.132,1.289,1.605
French Ligue 1,2021/22,Nantes,38.0,12.0,9.0,17.0,8.0,3.0,1.0,2.0,1.0,5.0,18.0,55.0,55.0,48.0,0.9473684210526315,4.052631578947368,0.5685166666666668,66.67,33.33,8.33,33.33,22.22,29.41,47.37,1.447,1.447,1.263
French Ligue 1,2021/22,Nice,38.0,8.0,14.0,16.0,7.0,0.0,1.0,6.0,1.0,7.0,18.0,67.0,52.0,36.0,1.105263157894737,3.763157894736842,0.614714705882353,87.5,12.5,12.5,50.0,42.86,43.75,47.37,1.763,1.368,0.947
French Ligue 1,2021/22,Paris SG,38.0,20.0,7.0,11.0,19.0,1.0,0.0,2.0,2.0,5.0,11.0,86.0,90.0,36.0,1.1842105263157894,4.342105263157895,0.5367083333333333,95.0,5.0,0.0,57.14,28.57,45.45,28.95,2.263,2.368,0.947
French Ligue 1,2021/22,Reims,38.0,10.0,7.0,21.0,5.0,2.0,3.0,0.0,1.0,6.0,17.0,46.0,43.0,44.0,0.9210526315789473,4.2105263157894735,0.6057281250000001,50.0,50.0,30.0,14.29,0.0,28.57,44.74,1.211,1.132,1.158
French Ligue 1,2021/22,Rennes,38.0,17.0,5.0,16.0,16.0,0.0,1.0,0.0,1.0,4.0,13.0,66.0,82.0,40.0,1.1842105263157894,3.526315789473684,0.5891605263157895,94.12,5.88,5.88,20.0,0.0,25.0,34.21,1.737,2.158,1.053
French Ligue 1,2021/22,St Etienne,38.0,4.0,17.0,17.0,2.0,0.0,2.0,2.0,6.0,3.0,22.0,32.0,42.0,77.0,1.2894736842105263,4.105263157894737,0.5373918918918918,50.0,50.0,50.0,47.06,11.76,17.65,57.89,0.842,1.105,2.026
French Ligue 1,2021/22,Strasbourg,38.0,12.0,9.0,17.0,11.0,1.0,0.0,1.0,3.0,5.0,14.0,63.0,60.0,43.0,0.8947368421052632,4.131578947368421,0.5909444444444444,91.67,8.33,0.0,44.44,11.11,29.41,36.84,1.658,1.579,1.132
French Ligue 1,2021/22,Troyes,38.0,13.0,11.0,14.0,5.0,6.0,2.0,0.0,3.0,4.0,23.0,38.0,37.0,53.0,1.0263157894736843,4.631578947368421,0.5310810810810811,38.46,61.54,15.38,27.27,0.0,28.57,60.53,1.0,0.974,1.395
French Ligue 1,2022/23,Ajaccio,38.0,3.0,21.0,14.0,2.0,0.0,1.0,2.0,0.0,3.0,12.0,26.0,23.0,74.0,0.868421052631579,4.526315789473684,0.5490514285714286,66.67,33.33,33.33,9.52,9.52,21.43,31.58,0.684,0.605,1.947
French Ligue 1,2022/23,Angers,38.0,3.0,25.0,10.0,1.0,0.0,2.0,0.0,2.0,3.0,10.0,18.0,33.0,81.0,0.8157894736842105,3.6578947368421053,0.44815000000000005,33.33,66.67,66.67,8.0,0.0,30.0,26.32,0.474,0.868,2.132
French Ligue 1,2022/23,Auxerre,38.0,7.0,15.0,16.0,4.0,2.0,1.0,2.0,2.0,2.0,16.0,35.0,35.0,63.0,0.9736842105263158,2.9210526315789473,0.5282416666666667,57.14,42.86,14.29,26.67,13.33,12.5,42.11,0.921,0.921,1.658
French Ligue 1,2022/23,Brest,38.0,9.0,11.0,18.0,6.0,2.0,1.0,0.0,2.0,5.0,16.0,44.0,44.0,54.0,0.7105263157894737,3.8947368421052633,0.5338911764705884,66.67,33.33,11.11,18.18,0.0,27.78,42.11,1.158,1.158,1.421
French Ligue 1,2022/23,Clermont,38.0,10.0,13.0,15.0,8.0,0.0,2.0,2.0,4.0,7.0,19.0,59.0,45.0,49.0,0.9736842105263158,4.2368421052631575,0.5338114285714286,80.0,20.0,20.0,46.15,15.38,46.67,50.0,1.553,1.184,1.289
French Ligue 1,2022/23,Lens,38.0,19.0,3.0,16.0,17.0,2.0,0.0,1.0,0.0,7.0,12.0,84.0,68.0,29.0,0.7105263157894737,3.9473684210526314,0.5363257142857143,89.47,10.53,0.0,33.33,33.33,43.75,31.58,2.211,1.789,0.763
French Ligue 1,2022/23,Lille,38.0,13.0,13.0,12.0,10.0,3.0,0.0,5.0,2.0,4.0,17.0,67.0,65.0,44.0,0.868421052631579,4.315789473684211,0.530482857142857,76.92,23.08,0.0,53.85,38.46,33.33,44.74,1.763,1.711,1.158
French Ligue 1,2022/23,Lorient,38.0,14.0,9.0,15.0,10.0,2.0,2.0,1.0,1.0,4.0,14.0,55.0,52.0,53.0,0.8421052631578947,3.5789473684210527,0.5785705882352941,71.43,28.57,14.29,22.22,11.11,26.67,36.84,1.447,1.368,1.395
French Ligue 1,2022/23,Lyon,38.0,12.0,10.0,16.0,10.0,1.0,1.0,2.0,2.0,6.0,17.0,62.0,65.0,47.0,0.8421052631578947,3.526315789473684,0.5085714285714286,83.33,16.67,8.33,40.0,20.0,37.5,44.74,1.632,1.711,1.237
French Ligue 1,2022/23,Marseille,38.0,14.0,8.0,16.0,11.0,2.0,1.0,2.0,2.0,9.0,20.0,73.0,67.0,40.0,0.9736842105263158,3.473684210526316,0.5823702702702701,78.57,21.43,7.14,50.0,25.0,56.25,52.63,1.921,1.763,1.053
French Ligue 1,2022/23,Monaco,38.0,15.0,7.0,16.0,11.0,4.0,0.0,1.0,1.0,7.0,19.0,65.0,70.0,58.0,1.0263157894736843,3.3684210526315788,0.6265783783783784,73.33,26.67,0.0,28.57,14.29,43.75,50.0,1.711,1.842,1.526
French Ligue 1,2022/23,Montpellier,38.0,13.0,12.0,13.0,8.0,1.0,4.0,2.0,1.0,5.0,18.0,50.0,65.0,62.0,1.263157894736842,4.473684210526316,0.6117842105263157,61.54,38.46,30.77,25.0,16.67,38.46,47.37,1.316,1.711,1.632
French Ligue 1,2022/23,Nantes,38.0,6.0,13.0,19.0,3.0,2.0,1.0,1.0,2.0,3.0,14.0,36.0,37.0,55.0,0.9210526315789473,3.526315789473684,0.5932312499999999,50.0,50.0,16.67,23.08,7.69,15.79,36.84,0.947,0.974,1.447
French Ligue 1,2022/23,Nice,38.0,11.0,11.0,16.0,9.0,2.0,0.0,2.0,2.0,4.0,13.0,58.0,48.0,37.0,0.631578947368421,2.736842105263158,0.4288529411764706,81.82,18.18,0.0,36.36,18.18,25.0,34.21,1.526,1.263,0.974
French Ligue 1,2022/23,Paris SG,38.0,22.0,5.0,11.0,22.0,0.0,0.0,0.0,1.0,5.0,9.0,85.0,89.0,40.0,1.0263157894736843,3.0526315789473686,0.5135135135135136,100.0,0.0,0.0,20.0,0.0,45.45,23.68,2.237,2.342,1.053
French Ligue 1,2022/23,Reims,38.0,12.0,11.0,15.0,7.0,3.0,2.0,1.0,3.0,4.0,15.0,51.0,45.0,45.0,0.8421052631578947,4.0,0.5135375,58.33,41.67,16.67,36.36,9.09,26.67,39.47,1.342,1.184,1.184
French Ligue 1,2022/23,Rennes,38.0,18.0,7.0,13.0,15.0,1.0,2.0,0.0,2.0,6.0,16.0,68.0,69.0,39.0,1.105263157894737,3.210526315789474,0.5927918918918919,83.33,16.67,11.11,28.57,0.0,46.15,42.11,1.789,1.816,1.026
French Ligue 1,2022/23,Strasbourg,38.0,14.0,18.0,6.0,9.0,4.0,1.0,0.0,4.0,0.0,10.0,40.0,51.0,59.0,0.5789473684210527,4.105263157894737,0.41319189189189187,64.29,35.71,7.14,22.22,0.0,0.0,26.32,1.053,1.342,1.553
French Ligue 1,2022/23,Toulouse,38.0,13.0,8.0,17.0,9.0,2.0,2.0,0.0,2.0,4.0,18.0,48.0,51.0,57.0,1.105263157894737,3.473684210526316,0.5846942857142857,69.23,30.77,15.38,25.0,0.0,23.53,47.37,1.263,1.342,1.5
French Ligue 1,2022/23,Troyes,38.0,9.0,17.0,12.0,3.0,5.0,1.0,0.0,3.0,1.0,17.0,24.0,45.0,81.0,1.0263157894736843,2.973684210526316,0.5945324324324325,33.33,66.67,11.11,17.65,0.0,8.33,44.74,0.632,1.184,2.132
French Ligue 1,2023/24,Brest,34.0,8.0,12.0,14.0,7.0,1.0,0.0,3.0,2.0,7.0,13.0,61.0,53.0,34.0,0.8235294117647058,4.647058823529412,0.5834133333333332,87.5,12.5,0.0,41.67,25.0,50.0,38.24,1.794,1.559,1.0
French Ligue 1,2023/24,Clermont,34.0,7.0,16.0,11.0,3.0,3.0,1.0,0.0,2.0,2.0,12.0,25.0,26.0,60.0,1.0,4.088235294117647,0.5394433333333333,42.86,57.14,14.29,12.5,0.0,18.18,35.29,0.735,0.765,1.765
French Ligue 1,2023/24,Le Havre,34.0,6.0,11.0,17.0,4.0,2.0,0.0,0.0,1.0,3.0,12.0,32.0,34.0,45.0,0.6176470588235294,4.176470588235294,0.6264379310344828,66.67,33.33,0.0,9.09,0.0,17.65,35.29,0.941,1.0,1.324
French Ligue 1,2023/24,Lens,34.0,12.0,10.0,12.0,9.0,2.0,1.0,0.0,1.0,5.0,10.0,51.0,45.0,37.0,0.8235294117647058,4.5588235294117645,0.5236580645161291,75.0,25.0,8.33,10.0,0.0,41.67,29.41,1.5,1.324,1.088
French Ligue 1,2023/24,Lille,34.0,18.0,6.0,10.0,13.0,3.0,2.0,0.0,3.0,3.0,13.0,59.0,52.0,34.0,0.8235294117647058,4.294117647058823,0.48325483870967745,72.22,27.78,11.11,50.0,0.0,30.0,38.24,1.735,1.529,1.0
French Ligue 1,2023/24,Lorient,34.0,6.0,9.0,19.0,4.0,0.0,2.0,0.0,1.0,3.0,15.0,29.0,43.0,66.0,1.1176470588235294,3.8823529411764706,0.6729218750000001,66.67,33.33,33.33,11.11,0.0,15.79,44.12,0.853,1.265,1.941
French Ligue 1,2023/24,Lyon,34.0,8.0,13.0,13.0,7.0,1.0,0.0,3.0,0.0,6.0,13.0,53.0,49.0,55.0,0.9117647058823529,3.764705882352941,0.6011875,87.5,12.5,0.0,23.08,23.08,46.15,38.24,1.559,1.441,1.618
French Ligue 1,2023/24,Marseille,34.0,13.0,6.0,15.0,11.0,2.0,0.0,0.0,2.0,2.0,12.0,50.0,52.0,41.0,0.8823529411764706,4.617647058823529,0.5109343749999999,84.62,15.38,0.0,33.33,0.0,13.33,35.29,1.471,1.529,1.206
French Ligue 1,2023/24,Metz,34.0,5.0,12.0,17.0,4.0,0.0,1.0,1.0,1.0,3.0,16.0,29.0,35.0,58.0,0.8235294117647058,3.411764705882353,0.4939363636363637,80.0,20.0,20.0,16.67,8.33,17.65,47.06,0.853,1.029,1.706
French Ligue 1,2023/24,Monaco,34.0,14.0,6.0,14.0,13.0,1.0,0.0,0.0,1.0,7.0,11.0,67.0,68.0,42.0,0.7352941176470589,4.588235294117647,0.54091875,92.86,7.14,0.0,16.67,0.0,50.0,32.35,1.971,2.0,1.235
French Ligue 1,2023/24,Montpellier,34.0,10.0,12.0,12.0,7.0,2.0,1.0,0.0,4.0,3.0,13.0,42.0,43.0,48.0,1.1176470588235294,4.5,0.55834,70.0,30.0,10.0,33.33,0.0,25.0,38.24,1.235,1.265,1.412
French Ligue 1,2023/24,Nantes,34.0,7.0,7.0,20.0,4.0,1.0,2.0,0.0,0.0,5.0,18.0,33.0,30.0,55.0,1.1176470588235294,4.029411764705882,0.6747354838709678,57.14,42.86,28.57,0.0,0.0,25.0,52.94,0.971,0.882,1.618
French Ligue 1,2023/24,Nice,34.0,9.0,7.0,18.0,6.0,2.0,1.0,0.0,0.0,9.0,13.0,55.0,40.0,29.0,0.6470588235294118,4.176470588235294,0.578575,66.67,33.33,11.11,0.0,0.0,50.0,38.24,1.618,1.176,0.853
French Ligue 1,2023/24,Paris SG,34.0,19.0,3.0,12.0,18.0,1.0,0.0,0.0,3.0,4.0,10.0,76.0,81.0,33.0,0.9705882352941176,3.1176470588235294,0.5281129032258064,94.74,5.26,0.0,100.0,0.0,33.33,29.41,2.235,2.382,0.971
French Ligue 1,2023/24,Reims,34.0,9.0,5.0,20.0,8.0,0.0,1.0,0.0,0.0,5.0,13.0,47.0,42.0,47.0,0.9117647058823529,3.823529411764706,0.565103125,88.89,11.11,11.11,0.0,0.0,25.0,38.24,1.382,1.235,1.382
French Ligue 1,2023/24,Rennes,34.0,10.0,10.0,14.0,5.0,4.0,1.0,2.0,2.0,5.0,19.0,46.0,53.0,46.0,1.1470588235294117,4.5,0.6064548387096774,50.0,50.0,10.0,40.0,20.0,35.71,55.88,1.353,1.559,1.353
French Ligue 1,2023/24,Strasbourg,34.0,3.0,16.0,15.0,2.0,1.0,0.0,0.0,4.0,8.0,16.0,39.0,38.0,50.0,0.8529411764705882,3.7941176470588234,0.572915625,66.67,33.33,0.0,25.0,0.0,53.33,47.06,1.147,1.118,1.471
French Ligue 1,2023/24,Toulouse,34.0,8.0,11.0,15.0,6.0,2.0,0.0,4.0,1.0,1.0,15.0,43.0,42.0,46.0,0.9705882352941176,4.205882352941177,0.6032290322580645,75.0,25.0,0.0,45.45,36.36,6.67,44.12,1.265,1.235,1.353
French Ligue 1,2024/25,Angers,34.0,9.0,12.0,13.0,7.0,2.0,0.0,0.0,1.0,3.0,13.0,36.0,32.0,53.0,1.0,4.029411764705882,0.6034323529411765,77.78,22.22,0.0,8.33,0.0,23.08,38.24,1.059,0.941,1.559
French Ligue 1,2024/25,Auxerre,34.0,12.0,9.0,13.0,7.0,2.0,3.0,0.0,3.0,4.0,17.0,42.0,48.0,51.0,1.0588235294117647,3.6176470588235294,0.574478125,58.33,41.67,25.0,33.33,0.0,30.77,50.0,1.235,1.412,1.5
French Ligue 1,2024/25,Brest,34.0,16.0,13.0,5.0,15.0,1.0,0.0,0.0,1.0,0.0,4.0,50.0,52.0,59.0,0.7352941176470589,3.8823529411764706,0.41949375,93.75,6.25,0.0,7.69,0.0,0.0,11.76,1.471,1.529,1.735
French Ligue 1,2024/25,Le Havre,34.0,6.0,13.0,15.0,4.0,1.0,1.0,0.0,1.0,6.0,16.0,34.0,40.0,71.0,1.1470588235294117,3.911764705882353,0.5890735294117647,66.67,33.33,16.67,7.69,0.0,40.0,47.06,1.0,1.176,2.088
French Ligue 1,2024/25,Lens,34.0,12.0,7.0,15.0,9.0,2.0,1.0,0.0,1.0,6.0,15.0,52.0,42.0,39.0,0.9117647058823529,4.529411764705882,0.584228125,75.0,25.0,8.33,14.29,0.0,40.0,44.12,1.529,1.235,1.147
French Ligue 1,2024/25,Lille,34.0,15.0,8.0,11.0,11.0,3.0,1.0,2.0,1.0,4.0,13.0,60.0,52.0,36.0,0.7647058823529411,4.352941176470588,0.5119812499999999,73.33,26.67,6.67,37.5,25.0,36.36,38.24,1.765,1.529,1.059
French Ligue 1,2024/25,Lyon,34.0,10.0,7.0,17.0,7.0,3.0,0.0,1.0,1.0,9.0,20.0,57.0,65.0,46.0,1.2352941176470589,3.6470588235294117,0.6327375000000001,70.0,30.0,0.0,28.57,14.29,52.94,58.82,1.676,1.912,1.353
French Ligue 1,2024/25,Marseille,34.0,12.0,10.0,12.0,10.0,2.0,0.0,1.0,1.0,9.0,14.0,65.0,74.0,47.0,1.1764705882352942,3.9411764705882355,0.6161735294117647,83.33,16.67,0.0,20.0,10.0,75.0,41.18,1.912,2.176,1.382
French Ligue 1,2024/25,Monaco,34.0,11.0,10.0,13.0,8.0,1.0,2.0,3.0,2.0,7.0,17.0,61.0,63.0,41.0,1.3529411764705883,3.8823529411764706,0.5782258064516129,72.73,27.27,18.18,50.0,30.0,53.85,50.0,1.794,1.853,1.206
French Ligue 1,2024/25,Montpellier,34.0,1.0,22.0,11.0,1.0,0.0,0.0,2.0,1.0,1.0,11.0,16.0,23.0,79.0,1.1470588235294117,4.882352941176471,0.5686848484848485,100.0,0.0,0.0,13.64,9.09,9.09,32.35,0.471,0.676,2.324
French Ligue 1,2024/25,Nantes,34.0,8.0,12.0,14.0,5.0,3.0,0.0,0.0,4.0,3.0,16.0,36.0,39.0,52.0,0.9117647058823529,3.8529411764705883,0.561715625,62.5,37.5,0.0,33.33,0.0,21.43,47.06,1.059,1.147,1.529
French Ligue 1,2024/25,Nice,34.0,19.0,6.0,9.0,12.0,5.0,2.0,1.0,1.0,4.0,15.0,60.0,66.0,41.0,1.0588235294117647,4.147058823529412,0.5025272727272727,63.16,36.84,10.53,33.33,16.67,44.44,44.12,1.765,1.941,1.206
French Ligue 1,2024/25,Paris SG,34.0,19.0,5.0,10.0,18.0,1.0,0.0,2.0,2.0,6.0,12.0,84.0,92.0,35.0,1.3529411764705883,2.9411764705882355,0.5865060606060606,94.74,5.26,0.0,80.0,40.0,60.0,35.29,2.471,2.706,1.029
French Ligue 1,2024/25,Reims,34.0,9.0,16.0,9.0,6.0,2.0,1.0,0.0,2.0,2.0,9.0,33.0,33.0,47.0,0.6470588235294118,3.4705882352941178,0.41666333333333333,66.67,33.33,11.11,12.5,0.0,22.22,26.47,0.971,0.971,1.382
French Ligue 1,2024/25,Rennes,34.0,12.0,12.0,10.0,11.0,1.0,0.0,0.0,0.0,2.0,10.0,41.0,51.0,50.0,0.9705882352941176,4.205882352941177,0.5593117647058825,91.67,8.33,0.0,0.0,0.0,20.0,29.41,1.206,1.5,1.471
French Ligue 1,2024/25,St Etienne,34.0,5.0,18.0,11.0,5.0,0.0,0.0,1.0,4.0,2.0,14.0,30.0,39.0,77.0,1.2941176470588236,3.6470588235294117,0.5165970588235294,100.0,0.0,0.0,27.78,5.56,18.18,41.18,0.882,1.147,2.265
French Ligue 1,2024/25,Strasbourg,34.0,12.0,6.0,16.0,8.0,2.0,2.0,2.0,2.0,6.0,19.0,57.0,56.0,44.0,1.0294117647058822,4.323529411764706,0.6042225806451614,66.67,33.33,16.67,66.67,33.33,37.5,55.88,1.676,1.647,1.294
French Ligue 1,2024/25,Toulouse,34.0,8.0,10.0,16.0,6.0,0.0,2.0,0.0,3.0,5.0,15.0,42.0,44.0,43.0,0.7941176470588235,4.029411764705882,0.6118322580645161,75.0,25.0,25.0,30.0,0.0,31.25,44.12,1.235,1.294,1.265
German Bundesliga,2015/16,Augsburg,34.0,10.0,8.0,16.0,6.0,2.0,2.0,1.0,3.0,2.0,18.0,38.0,42.0,52.0,0.9705882352941176,4.294117647058823,0.5361133333333333,60.0,40.0,20.0,50.0,12.5,12.5,52.94,1.118,1.235,1.529
German Bundesliga,2015/16,Bayern Munich,34.0,19.0,4.0,11.0,18.0,1.0,0.0,3.0,0.0,7.0,12.0,88.0,80.0,17.0,1.3823529411764706,2.735294117647059,0.5532290322580645,94.74,5.26,0.0,75.0,75.0,63.64,35.29,2.588,2.353,0.5
German Bundesliga,2015/16,Darmstadt,34.0,13.0,9.0,12.0,5.0,4.0,4.0,0.0,2.0,4.0,17.0,38.0,38.0,53.0,1.0588235294117647,4.382352941176471,0.5424741935483871,38.46,61.54,30.77,22.22,0.0,33.33,50.0,1.118,1.118,1.559
German Bundesliga,2015/16,Dortmund,34.0,17.0,7.0,10.0,16.0,0.0,1.0,1.0,3.0,7.0,12.0,78.0,82.0,34.0,1.2352941176470589,3.0588235294117645,0.5932312500000001,94.12,5.88,5.88,57.14,14.29,70.0,35.29,2.294,2.412,1.0
German Bundesliga,2015/16,Ein Frankfurt,34.0,5.0,11.0,18.0,4.0,1.0,0.0,2.0,2.0,3.0,17.0,36.0,34.0,52.0,1.1176470588235294,5.147058823529412,0.5389892857142857,80.0,20.0,0.0,36.36,18.18,16.67,50.0,1.059,1.0,1.529
German Bundesliga,2015/16,FC Koln,34.0,6.0,13.0,15.0,3.0,3.0,0.0,2.0,2.0,5.0,14.0,43.0,38.0,42.0,0.8529411764705882,3.7941176470588234,0.49109310344827584,50.0,50.0,0.0,30.77,15.38,33.33,41.18,1.265,1.118,1.235
German Bundesliga,2015/16,Hamburg,34.0,9.0,10.0,15.0,5.0,3.0,1.0,1.0,1.0,5.0,17.0,41.0,40.0,46.0,1.0,4.264705882352941,0.6455566666666667,55.56,44.44,11.11,20.0,10.0,33.33,50.0,1.206,1.176,1.353
German Bundesliga,2015/16,Hannover,34.0,3.0,22.0,9.0,3.0,0.0,0.0,1.0,3.0,3.0,12.0,25.0,31.0,62.0,0.9411764705882353,3.411764705882353,0.45294117647058824,100.0,0.0,0.0,18.18,4.55,33.33,35.29,0.735,0.912,1.824
German Bundesliga,2015/16,Hertha,34.0,11.0,7.0,16.0,10.0,1.0,0.0,0.0,1.0,4.0,12.0,50.0,42.0,42.0,0.9411764705882353,4.088235294117647,0.5451612903225806,90.91,9.09,0.0,14.29,0.0,25.0,35.29,1.471,1.235,1.235
German Bundesliga,2015/16,Hoffenheim,34.0,8.0,10.0,16.0,3.0,4.0,1.0,0.0,0.0,6.0,15.0,37.0,39.0,54.0,0.8529411764705882,3.6470588235294117,0.4623612903225806,37.5,62.5,12.5,0.0,0.0,37.5,44.12,1.088,1.147,1.588
German Bundesliga,2015/16,Ingolstadt,34.0,7.0,8.0,19.0,3.0,4.0,0.0,2.0,1.0,5.0,21.0,40.0,33.0,42.0,1.0294117647058822,4.852941176470588,0.6375,42.86,57.14,0.0,37.5,25.0,26.32,61.76,1.176,0.971,1.235
German Bundesliga,2015/16,Leverkusen,34.0,11.0,9.0,14.0,11.0,0.0,0.0,2.0,2.0,5.0,14.0,60.0,56.0,40.0,1.1176470588235294,4.176470588235294,0.52135625,100.0,0.0,0.0,44.44,22.22,35.71,41.18,1.765,1.647,1.176
German Bundesliga,2015/16,M'gladbach,34.0,12.0,10.0,12.0,11.0,1.0,0.0,0.0,2.0,6.0,14.0,55.0,67.0,50.0,1.2941176470588236,3.5588235294117645,0.5792939393939395,91.67,8.33,0.0,20.0,0.0,50.0,41.18,1.618,1.971,1.471
German Bundesliga,2015/16,Mainz,34.0,13.0,5.0,16.0,11.0,1.0,1.0,0.0,0.0,3.0,11.0,50.0,46.0,42.0,0.7352941176470589,3.588235294117647,0.498848275862069,84.62,15.38,7.69,0.0,0.0,18.75,32.35,1.471,1.353,1.235
German Bundesliga,2015/16,Schalke 04,34.0,10.0,9.0,15.0,8.0,1.0,1.0,0.0,2.0,7.0,15.0,52.0,51.0,49.0,1.1176470588235294,3.764705882352941,0.6212151515151515,80.0,20.0,10.0,22.22,0.0,46.67,44.12,1.529,1.5,1.441
German Bundesliga,2015/16,Stuttgart,34.0,7.0,15.0,12.0,4.0,2.0,1.0,0.0,2.0,5.0,15.0,33.0,50.0,75.0,1.1470588235294117,3.9705882352941178,0.5414151515151515,57.14,42.86,14.29,13.33,0.0,41.67,44.12,0.971,1.471,2.206
German Bundesliga,2015/16,Werder Bremen,34.0,7.0,12.0,15.0,5.0,1.0,1.0,0.0,2.0,5.0,14.0,38.0,50.0,65.0,1.2058823529411764,4.4411764705882355,0.5298,71.43,28.57,14.29,16.67,0.0,33.33,41.18,1.118,1.471,1.912
German Bundesliga,2015/16,Wolfsburg,34.0,11.0,10.0,13.0,8.0,1.0,2.0,0.0,2.0,4.0,12.0,45.0,47.0,49.0,1.1176470588235294,3.411764705882353,0.61666875,72.73,27.27,18.18,20.0,0.0,30.77,35.29,1.324,1.382,1.441
German Bundesliga,2016/17,Augsburg,34.0,4.0,10.0,20.0,2.0,1.0,1.0,1.0,0.0,6.0,13.0,38.0,35.0,51.0,0.8529411764705882,3.764705882352941,0.5844433333333333,50.0,50.0,25.0,10.0,10.0,30.0,38.24,1.118,1.029,1.5
German Bundesliga,2016/17,Bayern Munich,34.0,17.0,5.0,12.0,16.0,1.0,0.0,1.0,2.0,8.0,12.0,82.0,89.0,22.0,1.3529411764705883,2.911764705882353,0.4724757575757576,94.12,5.88,0.0,60.0,20.0,66.67,35.29,2.412,2.618,0.647
