League,Team,Venue,TeamMatchRows,LeadOpportunities,BehindOpportunities,LevelOpportunities,ProtectedLeads,LeadSlips,LeadCollapses,ComebackWins,RecoveryDraws,DrawBreakthroughs,StateChanges,Points,GoalsFor,GoalsAgainst,AvgSwingIntensity,AvgTotalMatchCards,AvgSecondHalfGoalShare,LeadShieldPct,CollapseExposurePct,LeadCollapsePct,ResilienceRatePct,ComebackWinRatePct,DrawBreakthroughRatePct,StateChangeRatePct,PointsPerMatch,GoalsForPerMatch,GoalsAgainstPerMatch
English Premier League,Arsenal,Away,190.0,66.0,50.0,74.0,53.0,10.0,3.0,2.0,12.0,30.0,79.0,299.0,312.0,240.0,1.0210526315789474,3.6789473684210527,0.5222921787709497,80.3,19.7,4.55,28.0,4.0,40.54,41.58,1.574,1.642,1.263
English Premier League,Arsenal,Home,190.0,87.0,31.0,72.0,72.0,12.0,3.0,7.0,8.0,47.0,87.0,413.0,397.0,183.0,1.1526315789473685,3.594736842105263,0.5693747252747252,82.76,17.24,3.45,48.39,22.58,65.28,45.79,2.174,2.089,0.963
English Premier League,Aston Villa,Away,133.0,33.0,45.0,55.0,21.0,3.0,9.0,1.0,5.0,19.0,58.0,146.0,151.0,211.0,1.112781954887218,4.323308270676692,0.6069015625,63.64,36.36,27.27,13.33,2.22,34.55,43.61,1.098,1.135,1.586
English Premier League,Aston Villa,Home,133.0,49.0,40.0,44.0,38.0,7.0,4.0,4.0,7.0,15.0,50.0,201.0,209.0,190.0,0.9924812030075187,4.067669172932331,0.5427952,77.55,22.45,8.16,27.5,10.0,34.09,37.59,1.511,1.571,1.429
English Premier League,Bournemouth,Away,152.0,34.0,67.0,51.0,23.0,9.0,2.0,5.0,3.0,12.0,52.0,150.0,184.0,294.0,0.9802631578947368,3.6710526315789473,0.5318280821917808,67.65,32.35,5.88,11.94,7.46,23.53,34.21,0.987,1.211,1.934
English Premier League,Bournemouth,Home,152.0,43.0,51.0,58.0,31.0,9.0,3.0,6.0,8.0,18.0,62.0,204.0,206.0,220.0,1.019736842105263,3.9276315789473686,0.5361345070422535,72.09,27.91,6.98,27.45,11.76,31.03,40.79,1.342,1.355,1.447
English Premier League,Brentford,Away,76.0,20.0,31.0,25.0,15.0,1.0,4.0,2.0,3.0,6.0,22.0,86.0,102.0,116.0,0.881578947368421,3.5921052631578947,0.5253549295774649,75.0,25.0,20.0,16.13,6.45,24.0,28.95,1.132,1.342,1.526
English Premier League,Brentford,Home,76.0,24.0,16.0,36.0,16.0,5.0,3.0,3.0,2.0,12.0,35.0,114.0,126.0,108.0,0.9342105263157895,3.526315789473684,0.5838785714285714,66.67,33.33,12.5,31.25,18.75,33.33,46.05,1.5,1.658,1.421
English Premier League,Brighton,Away,152.0,42.0,56.0,54.0,28.0,8.0,6.0,2.0,13.0,11.0,60.0,167.0,182.0,233.0,0.9605263157894737,3.460526315789474,0.5322114285714287,66.67,33.33,14.29,26.79,3.57,20.37,39.47,1.099,1.197,1.533
English Premier League,Brighton,Home,152.0,41.0,46.0,65.0,29.0,11.0,1.0,5.0,11.0,19.0,61.0,213.0,201.0,199.0,0.8881578947368421,3.7039473684210527,0.5804801470588236,70.73,29.27,2.44,34.78,10.87,29.23,40.13,1.401,1.322,1.309
English Premier League,Burnley,Away,133.0,25.0,50.0,58.0,17.0,8.0,0.0,1.0,6.0,12.0,50.0,127.0,130.0,211.0,0.8646616541353384,3.3609022556390977,0.524929411764706,68.0,32.0,0.0,14.0,2.0,20.69,37.59,0.955,0.977,1.586
English Premier League,Burnley,Home,133.0,32.0,46.0,55.0,25.0,4.0,3.0,4.0,6.0,14.0,52.0,159.0,141.0,187.0,0.8947368421052632,3.030075187969925,0.5534777777777778,78.12,21.88,9.38,21.74,8.7,25.45,39.1,1.195,1.06,1.406
English Premier League,Cardiff,Away,19.0,2.0,9.0,8.0,2.0,0.0,0.0,0.0,0.0,2.0,6.0,14.0,13.0,31.0,0.8947368421052632,2.6315789473684212,0.6274529411764705,100.0,0.0,0.0,0.0,0.0,25.0,31.58,0.737,0.684,1.632
English Premier League,Cardiff,Home,19.0,2.0,7.0,10.0,2.0,0.0,0.0,1.0,0.0,3.0,9.0,20.0,21.0,38.0,1.2105263157894737,3.526315789473684,0.6215647058823529,100.0,0.0,0.0,14.29,14.29,30.0,47.37,1.053,1.105,2.0
English Premier League,Chelsea,Away,190.0,69.0,52.0,69.0,55.0,10.0,4.0,9.0,4.0,26.0,72.0,308.0,298.0,245.0,0.9842105263157894,4.052631578947368,0.5279914772727273,79.71,20.29,5.8,25.0,17.31,37.68,37.89,1.621,1.568,1.289
English Premier League,Chelsea,Home,190.0,80.0,19.0,91.0,62.0,17.0,1.0,1.0,3.0,40.0,82.0,360.0,353.0,194.0,1.0263157894736843,3.8157894736842106,0.6019966666666667,77.5,22.5,1.25,21.05,5.26,43.96,43.16,1.895,1.858,1.021
English Premier League,Crystal Palace,Away,190.0,46.0,66.0,78.0,31.0,9.0,6.0,4.0,17.0,20.0,90.0,215.0,220.0,300.0,1.0578947368421052,3.594736842105263,0.6251234636871509,67.39,32.61,13.04,31.82,6.06,25.64,47.37,1.132,1.158,1.579
English Premier League,Crystal Palace,Home,190.0,48.0,56.0,86.0,37.0,6.0,5.0,4.0,14.0,23.0,84.0,243.0,235.0,242.0,0.8947368421052632,3.8105263157894735,0.5828994117647058,77.08,22.92,10.42,32.14,7.14,26.74,44.21,1.279,1.237,1.274
English Premier League,Everton,Away,190.0,39.0,63.0,88.0,24.0,10.0,5.0,1.0,10.0,23.0,77.0,201.0,195.0,294.0,0.8736842105263158,3.4210526315789473,0.5370715116279069,61.54,38.46,12.82,17.46,1.59,26.14,40.53,1.058,1.026,1.547
English Premier League,Everton,Home,190.0,57.0,41.0,92.0,45.0,8.0,4.0,4.0,7.0,32.0,84.0,289.0,274.0,231.0,1.0421052631578946,3.5631578947368423,0.5833122905027932,78.95,21.05,7.02,26.83,9.76,34.78,44.21,1.521,1.442,1.216
English Premier League,Fulham,Away,95.0,14.0,37.0,44.0,7.0,6.0,1.0,5.0,3.0,11.0,45.0,92.0,105.0,155.0,0.9473684210526315,3.6526315789473682,0.5945079545454545,50.0,50.0,7.14,21.62,13.51,25.0,47.37,0.968,1.105,1.632
English Premier League,Fulham,Home,95.0,25.0,34.0,36.0,17.0,6.0,2.0,2.0,4.0,13.0,41.0,115.0,120.0,147.0,0.9894736842105263,3.2736842105263158,0.5497224719101124,68.0,32.0,8.0,17.65,5.88,36.11,43.16,1.211,1.263,1.547
English Premier League,Huddersfield,Away,38.0,4.0,14.0,20.0,3.0,0.0,1.0,0.0,3.0,1.0,18.0,21.0,24.0,78.0,1.394736842105263,3.210526315789474,0.6661885714285714,75.0,25.0,25.0,21.43,0.0,5.0,47.37,0.553,0.632,2.053
English Premier League,Huddersfield,Home,38.0,8.0,18.0,12.0,5.0,2.0,1.0,0.0,1.0,3.0,11.0,32.0,26.0,56.0,0.7368421052631579,3.3684210526315788,0.44264411764705885,62.5,37.5,12.5,5.56,0.0,25.0,28.95,0.842,0.684,1.474
English Premier League,Hull,Away,19.0,1.0,10.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,6.0,9.0,45.0,1.4210526315789473,3.0526315789473686,0.7212941176470589,0.0,100.0,100.0,0.0,0.0,12.5,31.58,0.316,0.474,2.368
English Premier League,Hull,Home,19.0,4.0,6.0,9.0,3.0,1.0,0.0,2.0,1.0,3.0,11.0,28.0,28.0,35.0,1.4210526315789473,3.6315789473684212,0.7329,75.0,25.0,0.0,50.0,33.33,33.33,57.89,1.474,1.474,1.842
English Premier League,Ipswich,Away,19.0,5.0,8.0,6.0,3.0,2.0,0.0,0.0,2.0,0.0,8.0,15.0,22.0,38.0,0.8421052631578947,4.526315789473684,0.5256666666666667,60.0,40.0,0.0,25.0,0.0,0.0,42.11,0.789,1.158,2.0
English Premier League,Ipswich,Home,19.0,3.0,9.0,7.0,1.0,0.0,2.0,0.0,1.0,0.0,7.0,7.0,14.0,44.0,1.1578947368421053,3.5789473684210527,0.49035263157894743,33.33,66.67,66.67,11.11,0.0,0.0,36.84,0.368,0.737,2.316
English Premier League,Leeds,Away,57.0,10.0,21.0,26.0,7.0,1.0,2.0,1.0,1.0,9.0,25.0,59.0,79.0,115.0,1.1578947368421053,3.6666666666666665,0.603237037037037,70.0,30.0,20.0,9.52,4.76,34.62,43.86,1.035,1.386,2.018
English Premier League,Leeds,Home,57.0,14.0,21.0,22.0,10.0,3.0,1.0,1.0,5.0,6.0,22.0,69.0,73.0,96.0,0.9473684210526315,4.017543859649122,0.5250923076923077,71.43,28.57,7.14,28.57,4.76,27.27,38.6,1.211,1.281,1.684
English Premier League,Leicester,Away,171.0,37.0,64.0,70.0,26.0,5.0,6.0,4.0,14.0,23.0,77.0,200.0,248.0,289.0,1.0584795321637428,3.3684210526315788,0.5537024242424242,70.27,29.73,16.22,28.12,6.25,32.86,45.03,1.17,1.45,1.69
English Premier League,Leicester,Home,171.0,55.0,50.0,66.0,50.0,5.0,0.0,4.0,8.0,22.0,61.0,263.0,256.0,216.0,0.9649122807017544,3.111111111111111,0.5351193750000001,90.91,9.09,0.0,24.0,8.0,33.33,35.67,1.538,1.497,1.263
English Premier League,Liverpool,Away,190.0,73.0,43.0,74.0,62.0,8.0,3.0,7.0,12.0,34.0,76.0,357.0,363.0,227.0,1.0578947368421052,3.1210526315789475,0.541886592178771,84.93,15.07,4.11,44.19,16.28,45.95,40.0,1.879,1.911,1.195
English Premier League,Liverpool,Home,190.0,103.0,23.0,64.0,95.0,8.0,0.0,8.0,10.0,31.0,66.0,444.0,445.0,155.0,1.1157894736842104,2.957894736842105,0.5271453038674033,92.23,7.77,0.0,78.26,34.78,48.44,34.74,2.337,2.342,0.816
English Premier League,Luton,Away,19.0,6.0,8.0,5.0,2.0,0.0,4.0,0.0,2.0,0.0,9.0,10.0,24.0,48.0,1.4210526315789473,3.526315789473684,0.6739368421052632,33.33,66.67,66.67,25.0,0.0,0.0,47.37,0.526,1.263,2.526
English Premier League,Luton,Home,19.0,3.0,10.0,6.0,2.0,0.0,1.0,0.0,1.0,2.0,5.0,16.0,28.0,37.0,0.631578947368421,4.0,0.5888526315789475,66.67,33.33,33.33,10.0,0.0,33.33,26.32,0.842,1.474,1.947
English Premier League,Man City,Away,190.0,88.0,33.0,69.0,78.0,6.0,4.0,6.0,5.0,37.0,69.0,395.0,384.0,169.0,1.0473684210526315,3.4368421052631577,0.5299344444444445,88.64,11.36,4.55,33.33,18.18,53.62,36.32,2.079,2.021,0.889
English Premier League,Man City,Home,190.0,118.0,23.0,49.0,106.0,8.0,4.0,7.0,5.0,31.0,60.0,458.0,514.0,165.0,1.3578947368421053,3.294736842105263,0.5230157608695652,89.83,10.17,3.39,52.17,30.43,63.27,31.58,2.411,2.705,0.868
English Premier League,Man United,Away,190.0,60.0,50.0,80.0,50.0,9.0,1.0,7.0,9.0,25.0,79.0,291.0,267.0,250.0,0.968421052631579,3.905263157894737,0.5541295454545455,83.33,16.67,1.67,32.0,14.0,31.25,41.58,1.532,1.405,1.316
English Premier League,Man United,Home,190.0,78.0,37.0,75.0,67.0,11.0,0.0,8.0,7.0,31.0,71.0,366.0,324.0,188.0,0.9578947368421052,3.536842105263158,0.5743462427745665,85.9,14.1,0.0,40.54,21.62,41.33,37.37,1.926,1.705,0.989
English Premier League,Middlesbrough,Away,19.0,1.0,8.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,10.0,10.0,30.0,0.631578947368421,3.8421052631578947,0.5333333333333333,100.0,0.0,0.0,12.5,0.0,0.0,26.32,0.526,0.526,1.579
English Premier League,Middlesbrough,Home,19.0,5.0,7.0,7.0,3.0,2.0,0.0,0.0,0.0,1.0,5.0,18.0,17.0,23.0,0.631578947368421,3.526315789473684,0.48437499999999994,60.0,40.0,0.0,0.0,0.0,14.29,26.32,0.947,0.895,1.211
English Premier League,Newcastle,Away,171.0,40.0,61.0,70.0,29.0,8.0,3.0,5.0,10.0,14.0,74.0,184.0,200.0,281.0,1.0935672514619883,3.391812865497076,0.5688911949685534,72.5,27.5,7.5,24.59,8.2,20.0,43.27,1.076,1.17,1.643
English Premier League,Newcastle,Home,171.0,55.0,37.0,79.0,44.0,7.0,4.0,4.0,5.0,30.0,68.0,277.0,274.0,203.0,0.9941520467836257,3.865497076023392,0.57472049689441,80.0,20.0,7.27,24.32,10.81,37.97,39.77,1.62,1.602,1.187
English Premier League,Norwich,Away,57.0,4.0,29.0,24.0,3.0,1.0,0.0,0.0,0.0,3.0,17.0,27.0,31.0,116.0,1.105263157894737,2.8596491228070176,0.6131396226415093,75.0,25.0,0.0,0.0,0.0,12.5,29.82,0.474,0.544,2.035
English Premier League,Norwich,Home,57.0,16.0,21.0,20.0,9.0,4.0,3.0,0.0,1.0,4.0,22.0,50.0,57.0,110.0,1.0350877192982457,3.3333333333333335,0.5851851851851853,56.25,43.75,18.75,4.76,0.0,20.0,38.6,0.877,1.0,1.93
English Premier League,Nott'm Forest,Away,57.0,13.0,21.0,23.0,8.0,3.0,2.0,0.0,2.0,7.0,23.0,57.0,65.0,111.0,1.1578947368421053,4.473684210526316,0.53216,61.54,38.46,15.38,9.52,0.0,30.43,40.35,1.0,1.14,1.947
English Premier League,Nott'm Forest,Home,57.0,19.0,11.0,27.0,13.0,3.0,3.0,0.0,5.0,9.0,30.0,82.0,80.0,70.0,0.9473684210526315,4.2631578947368425,0.5877982142857142,68.42,31.58,15.79,45.45,0.0,33.33,52.63,1.439,1.404,1.228
English Premier League,Sheffield United,Away,57.0,8.0,27.0,22.0,5.0,2.0,1.0,1.0,5.0,1.0,25.0,34.0,39.0,107.0,1.1403508771929824,3.280701754385965,0.5812145454545454,62.5,37.5,12.5,22.22,3.7,4.55,43.86,0.596,0.684,1.877
English Premier League,Sheffield United,Home,57.0,11.0,20.0,26.0,9.0,2.0,0.0,1.0,0.0,7.0,23.0,59.0,55.0,99.0,0.8421052631578947,3.263157894736842,0.5682754385964912,81.82,18.18,0.0,5.0,5.0,26.92,40.35,1.035,0.965,1.737
English Premier League,Southampton,Away,171.0,39.0,72.0,60.0,23.0,7.0,9.0,1.0,7.0,17.0,57.0,164.0,178.0,297.0,0.8771929824561403,3.4327485380116958,0.5103974358974359,58.97,41.03,23.08,11.11,1.39,28.33,33.33,0.959,1.041,1.737
English Premier League,Southampton,Home,171.0,56.0,51.0,64.0,32.0,14.0,10.0,4.0,10.0,13.0,81.0,192.0,207.0,267.0,1.0175438596491229,3.181286549707602,0.53828375,57.14,42.86,17.86,27.45,7.84,20.31,47.37,1.123,1.211,1.561
English Premier League,Stoke,Away,57.0,15.0,22.0,20.0,10.0,3.0,2.0,0.0,4.0,2.0,19.0,53.0,51.0,101.0,0.8947368421052632,3.3684210526315788,0.5546865384615385,66.67,33.33,13.33,18.18,0.0,10.0,33.33,0.93,0.895,1.772
English Premier League,Stoke,Home,57.0,18.0,17.0,22.0,11.0,5.0,2.0,1.0,1.0,8.0,22.0,75.0,66.0,78.0,0.8947368421052632,3.245614035087719,0.570443396226415,61.11,38.89,11.11,11.76,5.88,36.36,38.6,1.316,1.158,1.368
English Premier League,Sunderland,Away,38.0,4.0,16.0,18.0,2.0,2.0,0.0,1.0,1.0,3.0,18.0,25.0,38.0,77.0,1.1578947368421053,3.6578947368421053,0.6361868421052632,50.0,50.0,0.0,12.5,6.25,16.67,47.37,0.658,1.0,2.026
English Premier League,Sunderland,Home,38.0,7.0,14.0,17.0,4.0,2.0,1.0,1.0,2.0,4.0,16.0,38.0,39.0,54.0,0.9473684210526315,3.6315789473684212,0.5661764705882353,57.14,42.86,14.29,21.43,7.14,23.53,42.11,1.0,1.026,1.421
English Premier League,Swansea,Away,57.0,9.0,24.0,24.0,5.0,2.0,2.0,1.0,4.0,4.0,26.0,43.0,51.0,100.0,0.9473684210526315,3.1052631578947367,0.6066075471698112,55.56,44.44,22.22,20.83,4.17,16.67,45.61,0.754,0.895,1.754
English Premier League,Swansea,Home,57.0,17.0,17.0,23.0,12.0,2.0,3.0,1.0,2.0,9.0,23.0,78.0,64.0,78.0,0.9473684210526315,3.6315789473684212,0.5341903846153846,70.59,29.41,17.65,17.65,5.88,39.13,40.35,1.368,1.123,1.368
English Premier League,Tottenham,Away,190.0,68.0,52.0,70.0,50.0,11.0,7.0,4.0,11.0,24.0,78.0,281.0,327.0,258.0,1.0578947368421052,4.0473684210526315,0.5450382513661202,73.53,26.47,10.29,28.85,7.69,34.29,41.05,1.479,1.721,1.358
English Premier League,Tottenham,Home,190.0,85.0,45.0,60.0,67.0,9.0,9.0,13.0,7.0,38.0,89.0,379.0,375.0,199.0,1.2052631578947368,3.8210526315789473,0.56575,78.82,21.18,10.59,44.44,28.89,63.33,46.84,1.995,1.974,1.047
English Premier League,Watford,Away,114.0,26.0,48.0,40.0,15.0,6.0,5.0,1.0,3.0,9.0,44.0,95.0,109.0,202.0,1.0,3.210526315789474,0.5350055045871559,57.69,42.31,19.23,8.33,2.08,22.5,38.6,0.833,0.956,1.772
English Premier League,Watford,Home,114.0,23.0,42.0,49.0,19.0,2.0,2.0,2.0,8.0,16.0,46.0,138.0,137.0,180.0,0.9736842105263158,3.8771929824561404,0.5871772277227724,82.61,17.39,8.7,23.81,4.76,32.65,40.35,1.211,1.202,1.579
English Premier League,West Brom,Away,76.0,14.0,30.0,32.0,5.0,6.0,3.0,1.0,5.0,6.0,34.0,60.0,60.0,115.0,0.7763157894736842,3.3684210526315788,0.5581154929577464,35.71,64.29,21.43,20.0,3.33,18.75,44.74,0.789,0.789,1.513
English Premier League,West Brom,Home,76.0,18.0,22.0,36.0,13.0,3.0,2.0,1.0,3.0,7.0,29.0,85.0,83.0,116.0,0.868421052631579,2.9473684210526314,0.5257338235294118,72.22,27.78,11.11,18.18,4.55,19.44,38.16,1.118,1.092,1.526
English Premier League,West Ham,Away,190.0,49.0,66.0,75.0,33.0,7.0,9.0,6.0,10.0,18.0,81.0,214.0,247.0,312.0,1.0842105263157895,3.236842105263158,0.5764812154696132,67.35,32.65,18.37,24.24,9.09,24.0,42.63,1.126,1.3,1.642
English Premier League,West Ham,Home,190.0,62.0,55.0,73.0,44.0,14.0,4.0,6.0,9.0,27.0,78.0,282.0,284.0,277.0,0.9789473684210527,3.294736842105263,0.5327994535519125,70.97,29.03,6.45,27.27,10.91,36.99,41.05,1.484,1.495,1.458
English Premier League,Wolves,Away,133.0,23.0,51.0,59.0,13.0,6.0,4.0,8.0,7.0,18.0,65.0,149.0,139.0,201.0,0.9699248120300752,3.7142857142857144,0.6038373015873016,56.52,43.48,17.39,29.41,15.69,30.51,48.87,1.12,1.045,1.511
English Premier League,Wolves,Home,133.0,38.0,44.0,51.0,31.0,2.0,5.0,4.0,7.0,20.0,51.0,192.0,168.0,172.0,0.8571428571428571,4.338345864661654,0.5537039682539683,81.58,18.42,13.16,25.0,9.09,39.22,38.35,1.444,1.263,1.293
French Ligue 1,Ajaccio,Away,19.0,1.0,12.0,6.0,0.0,0.0,1.0,1.0,0.0,2.0,6.0,11.0,13.0,44.0,1.0,4.7368421052631575,0.5491263157894736,0.0,100.0,100.0,8.33,8.33,33.33,31.58,0.579,0.684,2.316
French Ligue 1,Ajaccio,Home,19.0,2.0,9.0,8.0,2.0,0.0,0.0,1.0,0.0,1.0,6.0,15.0,10.0,30.0,0.7368421052631579,4.315789473684211,0.5489625,100.0,0.0,0.0,11.11,11.11,12.5,31.58,0.789,0.526,1.579
French Ligue 1,Ajaccio GFCO,Away,19.0,3.0,9.0,7.0,2.0,1.0,0.0,0.0,1.0,1.0,5.0,15.0,14.0,26.0,0.6842105263157895,4.2105263157894735,0.41666470588235294,66.67,33.33,0.0,11.11,0.0,14.29,26.32,0.789,0.737,1.368
French Ligue 1,Ajaccio GFCO,Home,19.0,6.0,7.0,6.0,4.0,2.0,0.0,0.0,1.0,1.0,5.0,22.0,23.0,32.0,0.7368421052631579,3.8421052631578947,0.4546333333333333,66.67,33.33,0.0,14.29,0.0,16.67,26.32,1.158,1.211,1.684
French Ligue 1,Amiens,Away,52.0,9.0,20.0,23.0,5.0,3.0,1.0,0.0,4.0,2.0,22.0,37.0,36.0,80.0,0.8846153846153846,3.673076923076923,0.570654347826087,55.56,44.44,11.11,20.0,0.0,8.7,42.31,0.712,0.692,1.538
French Ligue 1,Amiens,Home,52.0,17.0,12.0,23.0,11.0,3.0,3.0,0.0,4.0,7.0,25.0,69.0,63.0,64.0,0.9807692307692307,3.6153846153846154,0.6000021739130434,64.71,35.29,17.65,33.33,0.0,30.43,48.08,1.327,1.212,1.231
French Ligue 1,Angers,Away,163.0,37.0,65.0,61.0,22.0,11.0,4.0,2.0,10.0,14.0,66.0,157.0,152.0,254.0,0.9079754601226994,3.8895705521472395,0.515347972972973,59.46,40.54,10.81,18.46,3.08,22.95,40.49,0.963,0.933,1.558
French Ligue 1,Angers,Home,165.0,42.0,54.0,69.0,31.0,5.0,6.0,3.0,6.0,20.0,58.0,204.0,191.0,214.0,0.8848484848484849,3.812121212121212,0.5589769736842106,73.81,26.19,14.29,16.67,5.56,28.99,35.15,1.236,1.158,1.297
French Ligue 1,Auxerre,Away,36.0,9.0,15.0,12.0,4.0,1.0,4.0,1.0,3.0,2.0,18.0,28.0,41.0,69.0,1.1666666666666667,3.1944444444444446,0.54815,44.44,55.56,44.44,26.67,6.67,16.67,50.0,0.778,1.139,1.917
French Ligue 1,Auxerre,Home,36.0,10.0,9.0,17.0,7.0,3.0,0.0,1.0,2.0,4.0,15.0,49.0,42.0,45.0,0.8611111111111112,3.3055555555555554,0.55208125,70.0,30.0,0.0,33.33,11.11,23.53,41.67,1.361,1.167,1.25
French Ligue 1,Bastia,Away,38.0,4.0,13.0,21.0,2.0,2.0,0.0,0.0,1.0,4.0,20.0,25.0,25.0,68.0,1.2105263157894737,4.631578947368421,0.6953694444444446,50.0,50.0,0.0,7.69,0.0,19.05,52.63,0.658,0.658,1.789
French Ligue 1,Bastia,Home,37.0,10.0,4.0,23.0,8.0,2.0,0.0,1.0,0.0,7.0,17.0,59.0,40.0,28.0,0.6756756756756757,4.0,0.638021875,80.0,20.0,0.0,25.0,25.0,30.43,45.95,1.595,1.081,0.757
French Ligue 1,Bordeaux,Away,129.0,34.0,51.0,44.0,23.0,7.0,4.0,1.0,9.0,10.0,45.0,138.0,156.0,222.0,0.9147286821705426,4.124031007751938,0.5071453781512606,67.65,32.35,11.76,19.61,1.96,22.73,34.88,1.07,1.209,1.721
French Ligue 1,Bordeaux,Home,127.0,47.0,29.0,51.0,33.0,8.0,6.0,3.0,7.0,11.0,51.0,180.0,168.0,149.0,0.889763779527559,4.181102362204724,0.559546017699115,70.21,29.79,12.77,34.48,10.34,21.57,40.16,1.417,1.323,1.173
French Ligue 1,Brest,Away,105.0,26.0,50.0,29.0,14.0,8.0,4.0,7.0,4.0,8.0,40.0,111.0,121.0,173.0,0.9047619047619048,3.942857142857143,0.5224020408163266,53.85,46.15,15.38,22.0,14.0,27.59,38.1,1.057,1.152,1.648
French Ligue 1,Brest,Home,105.0,35.0,31.0,39.0,32.0,3.0,0.0,1.0,8.0,13.0,33.0,167.0,161.0,134.0,0.8,3.9523809523809526,0.508903125,91.43,8.57,0.0,29.03,3.23,33.33,31.43,1.59,1.533,1.276
French Ligue 1,Caen,Away,76.0,15.0,24.0,37.0,9.0,5.0,1.0,0.0,2.0,7.0,34.0,66.0,58.0,117.0,0.9078947368421053,3.4473684210526314,0.6161957746478873,60.0,40.0,6.67,8.33,0.0,18.92,44.74,0.868,0.763,1.539
French Ligue 1,Caen,Home,76.0,12.0,23.0,41.0,11.0,1.0,0.0,0.0,3.0,16.0,34.0,96.0,73.0,106.0,0.8026315789473685,4.078947368421052,0.5905782608695652,91.67,8.33,0.0,13.04,0.0,39.02,44.74,1.263,0.961,1.395
French Ligue 1,Clermont,Away,55.0,11.0,25.0,19.0,6.0,3.0,2.0,1.0,4.0,8.0,23.0,58.0,53.0,90.0,1.0545454545454545,3.8727272727272726,0.5333333333333333,54.55,45.45,18.18,20.0,4.0,42.11,41.82,1.055,0.964,1.636
French Ligue 1,Clermont,Home,55.0,11.0,21.0,23.0,7.0,1.0,3.0,2.0,5.0,7.0,26.0,62.0,56.0,88.0,1.0909090909090908,4.418181818181818,0.5726450980392157,63.64,36.36,27.27,33.33,9.52,30.43,47.27,1.127,1.018,1.6
French Ligue 1,Dijon,Away,90.0,15.0,33.0,42.0,5.0,6.0,4.0,2.0,4.0,3.0,46.0,52.0,76.0,177.0,1.1666666666666667,3.511111111111111,0.5484119047619048,33.33,66.67,26.67,18.18,6.06,7.14,51.11,0.578,0.844,1.967
French Ligue 1,Dijon,Home,90.0,22.0,28.0,40.0,17.0,4.0,1.0,2.0,5.0,12.0,36.0,118.0,108.0,124.0,0.8444444444444444,3.6333333333333333,0.55851125,77.27,22.73,4.55,25.0,7.14,30.0,40.0,1.311,1.2,1.378
French Ligue 1,Guingamp,Away,76.0,11.0,34.0,31.0,5.0,3.0,3.0,1.0,3.0,7.0,29.0,57.0,64.0,144.0,1.131578947368421,3.8947368421052633,0.6363470588235294,45.45,54.55,27.27,11.76,2.94,22.58,38.16,0.75,0.842,1.895
French Ligue 1,Guingamp,Home,76.0,20.0,14.0,42.0,12.0,6.0,2.0,0.0,5.0,17.0,42.0,111.0,105.0,92.0,1.0657894736842106,3.9210526315789473,0.6178070422535211,60.0,40.0,10.0,35.71,0.0,40.48,55.26,1.461,1.382,1.211
French Ligue 1,Le Havre,Away,34.0,6.0,12.0,16.0,3.0,2.0,1.0,0.0,2.0,5.0,14.0,35.0,41.0,56.0,0.7058823529411765,4.323529411764706,0.5761935483870968,50.0,50.0,16.67,16.67,0.0,31.25,41.18,1.029,1.206,1.647
French Ligue 1,Le Havre,Home,34.0,6.0,12.0,16.0,5.0,1.0,0.0,0.0,0.0,4.0,14.0,31.0,33.0,60.0,1.0588235294117647,3.764705882352941,0.6354124999999999,83.33,16.67,0.0,0.0,0.0,25.0,41.18,0.912,0.971,1.765
French Ligue 1,Lens,Away,91.0,34.0,26.0,31.0,27.0,4.0,3.0,2.0,5.0,8.0,27.0,138.0,122.0,108.0,0.7252747252747253,4.758241758241758,0.5025821428571429,79.41,20.59,8.82,26.92,7.69,25.81,29.67,1.516,1.341,1.187
French Ligue 1,Lens,Home,91.0,36.0,16.0,39.0,29.0,6.0,1.0,1.0,5.0,19.0,42.0,168.0,150.0,99.0,0.967032967032967,4.175824175824176,0.5939655172413792,80.56,19.44,2.78,37.5,6.25,48.72,46.15,1.846,1.648,1.088
French Ligue 1,Lille,Away,180.0,55.0,49.0,76.0,42.0,9.0,4.0,7.0,10.0,18.0,76.0,250.0,212.0,214.0,0.8444444444444444,4.4222222222222225,0.5695426829268293,76.36,23.64,7.27,34.69,14.29,23.68,42.22,1.389,1.178,1.189
French Ligue 1,Lille,Home,182.0,76.0,39.0,67.0,62.0,10.0,4.0,8.0,8.0,28.0,67.0,342.0,292.0,172.0,0.8846153846153846,4.049450549450549,0.5177313253012048,81.58,18.42,5.26,41.03,20.51,41.79,36.81,1.879,1.604,0.945
French Ligue 1,Lorient,Away,112.0,14.0,48.0,50.0,6.0,5.0,3.0,4.0,7.0,9.0,50.0,88.0,117.0,226.0,1.0892857142857142,3.580357142857143,0.5857836538461538,42.86,57.14,21.43,22.92,8.33,18.0,44.64,0.786,1.045,2.018
French Ligue 1,Lorient,Home,112.0,33.0,33.0,46.0,25.0,4.0,4.0,7.0,6.0,11.0,50.0,156.0,154.0,152.0,1.0,4.0,0.6078778846153846,75.76,24.24,12.12,39.39,21.21,23.91,44.64,1.393,1.375,1.357
